,Ticker,Company Name,Start date,Start date_for_index,End date,Fiscal Year,Fiscal Period,Revenue Growth,Net Operating Profit after Tax (NOPAT),NOPAT Margin,Invested Capital,Invested Capital Turnover,Increase / (Decrease) in Invested Capital,Free Cash Flow to Firm (FCFF),Net Nonoperating Expense (NNE),Net Nonoperating Obligations (NNO),Earnings before Interest and Taxes (EBIT),Total Depreciation and Amortization (D&A),"Earnings before Interest, Taxes, Depreciation and Amortization (EBITDA)",Capital Expenditures (CapEx),"Debt-free, Cash-free Net Working Capital (DFCFNWC)",Debt-free Net Working Capital (DFNWC),Net Working Capital (NWC),Total Debt,Total Long-Term Debt,Net Debt,Total Capital,Book Value per Share,Tangible Book Value per Share,Market Capitalization,Enterprise Value (EV),Price to Book Value (P/BV),Price to Tangible Book Value (P/TBV),Price to Revenue (P/Rev),Price to Earnings (P/E),Dividend Yield,Earnings Yield,Enterprise Value to Invested Capital (EV/IC),Enterprise Value to Revenue (EV/Rev),Enterprise Value to EBITDA (EV/EBITDA),Enterprise Value to EBIT (EV/EBIT),Enterprise Value to NOPAT (EV/NOPAT),Enterprise Value to Operating Cash Flow (EV/OCF),Enterprise Value to Free Cash Flow (EV/FCFF),EBITDA Growth,EBIT Growth,NOPAT Growth,Net Income Growth,EPS Growth,Operating Cash Flow Growth,Free Cash Flow Firm Growth,Invested Capital Growth,Revenue Q/Q Growth,EBITDA Q/Q Growth,EBIT Q/Q Growth,NOPAT Q/Q Growth,Net Income Q/Q Growth,EPS Q/Q Growth,Operating Cash Flow Q/Q Growth,Free Cash Flow Firm Q/Q Growth,Invested Capital Q/Q Growth,Gross Margin,EBITDA Margin,Operating Margin,EBIT Margin,Profit (Net Income) Margin,Cost of Revenue to Revenue,SG&A Expenses to Revenue,R&D to Revenue,Operating Expenses to Revenue,Tax Burden Percent,Interest Burden Percent,Effective Tax Rate,Asset Turnover,Accounts Receivable Turnover,Inventory Turnover,Fixed Asset Turnover,Accounts Payable Turnover,Days Sales Outstanding (DSO),Days Inventory Outstanding (DIO),Days Payable Outstanding (DPO),Cash Conversion Cycle (CCC),Financial Leverage,Leverage Ratio,Compound Leverage Factor,Long-Term Debt to Equity,Debt to Equity,Return on Invested Capital (ROIC),Net Nonoperating Expense Percent (NNEP),ROIC Less NNEP Spread (ROIC-NNEP),Return on Net Nonoperating Assets (RNNOA),Return on Equity (ROE),Cash Return on Invested Capital (CROIC),Operating Return on Assets (OROA),Return on Assets (ROA),Noncontrolling Interest Sharing Ratio,Return on Common Equity (ROCE),Dividend Payout Ratio,Augmented Payout Ratio,Operating Cash Flow to CapEx,Short-Term Debt to Total Capital,Long-Term Debt to Total Capital,Debt to Total Capital,Preferred Equity to Total Capital,Noncontrolling Interests to Total Capital,Common Equity to Total Capital,Debt to EBITDA,Net Debt to EBITDA,Long-Term Debt to EBITDA,Debt to NOPAT,Net Debt to NOPAT,Long-Term Debt to NOPAT,Altman Z-Score,EBIT to Interest Expense,NOPAT to Interest Expense,EBIT Less CapEx to Interest Expense,NOPAT Less CapEx to Interest Expense,Operating Cash Flow to Interest Expense,Operating Cash Flow Less CapEx to Interest Expense,Free Cash Flow to Firm to Interest Expense,Current Ratio,Quick Ratio,"Debt-free, Cash-free Net Working Capital to Revenue",Debt-free Net Working Capital to Revenue,Net Working Capital to Revenue,Normalized Net Operating Profit after Tax (NOPAT),Normalized NOPAT Margin,Pre Tax Income Margin,Adjusted Weighted Average Basic Shares Outstanding,Adjusted Basic Earnings per Share,Adjusted Weighted Average Diluted Shares Outstanding,Adjusted Diluted Earnings per Share,Adjusted Weighted Average Basic & Diluted Shares Outstanding,Adjusted Basic & Diluted Earnings per Share
0,AAPL,Apple Inc,2011-03-27,2011-03-27,2011-06-25,2011,Q3,0.819809,7176393257.3,0.251178,-6813000000.0,-21.0297,-4085000000.0,11261393257.3,-131606742.7,-76156000000.0,9551000000.0,481000000.0,10032000000.0,777000000.0,-8356000000.0,20039000000.0,20039000000.0,0.0,0.0,-76156000000.0,69343000000.0,74.9853,72.9199,259800704571.0,183644704571.0,3.7466,3.8527,2.5897,11.0052,0.0,0.090866,0.0,1.8306,5.655,5.948,7.8679,5.6018,6.696,1.19759,1.225303,1.236305,1.246542,1.219373,1.313685,14.995376,-1.497434,0.158268,0.203744,0.208987,0.202621,0.220645,0.217187,0.786139,0.425259,-0.588112,0.417276,0.351125,0.32827,0.33429,0.255784,0.582724,0.067026,0.02198,0.089006,0.765155,1.0,0.234845,1.1701,21.012,65.9443,18.6837,5.0863,17.371,5.535,71.7612,-48.8552,-1.0848,1.5249,1.5249,0.0,0.0,0.0,0.002158,0.0,0.0,0.419852,0.0,0.391137,0.29928,0.0,0.419852,0.0,0.0,14.29601,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7461,1.4843,-0.083292,0.199747,0.199747,7176393257.3,0.251178,0.33429,25931024000.0,0.28,26258680000.0,0.28,25958544808.0,0.0
0,AAPL,Apple Inc,2011-06-26,2011-06-26,2011-09-24,2011,Q4,0.389667,6561975884.4,0.232118,-4955000000.0,-26.4829,-1735000000.0,8296975884.4,-61024115.6,-81570000000.0,8791000000.0,543000000.0,9334000000.0,1645000000.0,-8934000000.0,17018000000.0,17018000000.0,0.0,0.0,-81570000000.0,76615000000.0,82.6402,77.8597,321455313307.6,239885313307.6,4.1957,4.4533,2.9696,12.4009,0.0,0.08064,0.0,2.2161,6.66,7.0132,9.3678,6.392,8.7734,0.61209,0.609778,0.527122,0.537372,0.545259,0.835122,0.606398,-0.53882,-0.010535,-0.069577,-0.079573,-0.085616,-0.093733,-0.079589,-0.061127,-0.263237,0.272714,0.402547,0.330173,0.3081,0.310966,0.234277,0.597453,0.071631,0.022816,0.094446,0.753384,1.0,0.246616,1.1302,19.9005,70.532,17.2577,4.8359,18.3412,5.175,75.4773,-51.9611,-1.0657,1.5397,1.5397,0.0,0.0,0.0,0.000921,0.0,0.0,0.416732,0.0,0.351459,0.264784,0.0,0.416732,0.0,0.0,6.339818,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6084,1.3468,-0.082532,0.157212,0.157212,6561975884.4,0.232118,0.310966,25879224000.0,0.26,26226060000.0,0.26,26023452000.0,0.26
0,AAPL,Apple Inc,2011-09-25,2011-09-25,2011-12-31,2012,Q1,0.732658,12961592950.7,0.279749,0.0,0.0,5041000000.0,7920592950.700001,-102407049.3,0.0,17477000000.0,721000000.0,18198000000.0,1321000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323705744539.0,0.0,0.0,0.0,2.5321,9.8146,0.0,0.101889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187523,1.194776,1.196338,1.175883,1.157076,0.796173,-0.27616,0.0,0.638946,0.949646,0.988056,0.975258,0.97252,0.934449,0.683191,-0.045364,1.0,0.446831,0.392765,0.374247,0.377204,0.281959,0.553169,0.056223,0.01636,0.072583,0.747497,1.0,0.252503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.288418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12961592950.7,0.279749,0.377204,0.0,0.0,0.0,0.0,0.0,0.0
0,AAPL,Apple Inc,2012-01-01,2012-01-01,2012-03-31,2012,Q2,0.5886,11511257275.3,0.293759,-7678000000.0,-23.7901,-3388000000.0,14899257275.3,-110742724.7,-110176000000.0,15532000000.0,740000000.0,16272000000.0,1457000000.0,-9862000000.0,18676000000.0,18676000000.0,0.0,0.0,-110176000000.0,102498000000.0,109.79,104.7075,480894585281.6,370718585281.6,4.6917,4.9195,3.378,12.4529,0.0,0.080302,0.0,2.6041,6.8861,7.2193,9.7015,6.9857,8.9114,0.952484,0.966076,0.929058,0.941206,0.921875,1.247467,0.885673,-0.789744,-0.154253,-0.105836,-0.111289,-0.111895,-0.11038,-0.113194,-0.203771,0.881079,0.0,0.473741,0.41525,0.392589,0.396366,0.296586,0.526259,0.05969,0.021462,0.081151,0.748262,1.0,0.251738,1.1582,22.1745,78.5344,18.8706,5.1939,16.4604,4.6476,70.275,-49.167,-1.073,1.4992,1.4992,0.0,0.0,0.0,0.001259,0.0,0.0,0.471011,0.0,0.459056,0.343494,0.0,0.471011,0.0,0.0,9.592999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583,1.3206,-0.069275,0.131189,0.131189,11511257275.3,0.293759,0.396366,26140296000.0,0.44,26457004000.0,0.44,26181736000.0,0.0
0,AAPL,Apple Inc,2012-04-01,2012-04-01,2012-06-30,2012,Q3,0.225823,8609742180.3,0.245831,-5475000000.0,-24.2207,1338000000.0,7271742180.299999,-214257819.7,-117221000000.0,11861000000.0,835000000.0,12696000000.0,2056000000.0,-8771000000.0,18883000000.0,18883000000.0,0.0,0.0,-117221000000.0,111746000000.0,119.5065,113.6663,469495820860.6,352274820860.6,4.2015,4.4173,3.155,11.6985,0.0,0.085481,0.0,2.3672,6.235,6.5648,8.886,6.7552,9.1964,0.26555,0.241859,0.199731,0.207444,0.196406,-0.082733,-0.354277,0.196389,-0.106237,-0.219764,-0.236351,-0.252059,-0.24075,-0.242276,-0.271017,-0.511939,0.286924,0.428119,0.362505,0.33044,0.338663,0.251949,0.571881,0.072667,0.025012,0.097679,0.743951,1.0,0.256049,1.1037,21.6312,82.7161,17.2676,5.1855,16.8738,4.4127,70.3879,-49.1015,-1.0679,1.4891,1.4891,0.0,0.0,0.0,0.002216,0.0,0.0,0.443241,0.0,0.373791,0.278082,0.0,0.443241,0.0,0.0,4.955739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5712,1.269,-0.05894,0.126892,0.126892,8609742180.3,0.245831,0.338663,26224688000.0,0.34,26517652000.0,0.33,26247368000.0,0.0
0,AAPL,Apple Inc,2012-07-01,2012-07-01,2012-09-29,2012,Q4,0.272232,8261499311.5,0.229703,-3041000000.0,-39.1466,1914000000.0,6347499311.5,38499311.5,-121251000000.0,10893000000.0,981000000.0,11874000000.0,3461000000.0,-10018000000.0,19111000000.0,19111000000.0,0.0,0.0,-121251000000.0,118210000000.0,126.1033,120.3865,537639905649.9,416388905649.9,4.5482,4.7642,3.4352,12.8828,0.004657,0.077623,0.0,2.6605,7.0527,7.4671,10.0717,8.1876,10.5607,0.272123,0.239108,0.258996,0.241582,0.241582,-0.123981,-0.234962,0.386276,0.026925,-0.064745,-0.081612,-0.040448,-0.06811,-0.06811,-0.103347,-0.127101,0.444566,0.400406,0.330145,0.304287,0.302869,0.228633,0.599594,0.070928,0.02519,0.096119,0.754888,1.0,0.245112,1.0704,19.2046,112.12,13.4752,4.9066,19.0058,3.2554,74.389,-52.1277,-1.041,1.501,1.501,0.0,0.0,0.0,-0.00038,0.0,0.0,0.428415,0.0,0.324185,0.244723,0.0,0.428415,0.059617,0.059617,2.6397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4958,1.2408,-0.06401,0.122109,0.122109,8261499311.5,0.229703,0.302869,183224328000.0,0.05,185289524000.0,0.05,26339376000.0,0.05
0,AAPL,Apple Inc,2012-09-30,2012-09-30,2012-12-29,2013,Q1,0.176526,12736101177.0,0.233638,-9766000000.0,-33.7266,-9766000000.0,22502101177.0,-341898823.0,-137112000000.0,17672000000.0,1588000000.0,19260000000.0,2317000000.0,-14351000000.0,25469000000.0,25469000000.0,0.0,0.0,-137112000000.0,127346000000.0,135.3748,129.1634,413381734611.9,276269734611.9,3.2461,3.4022,2.5101,9.9021,0.012139,0.100989,0.0,1.6775,4.5967,4.9371,6.7194,4.8701,5.4297,0.058358,0.011158,-0.017397,0.001072,-0.004326,0.334511,1.840962,0.0,0.515654,0.622031,0.622326,0.541621,0.590417,9.960317,1.564142,2.545034,-2.211444,0.386337,0.353317,0.31571,0.324186,0.23991,0.613663,0.052099,0.018528,0.070627,0.740041,1.0,0.259959,0.8399,14.1996,65.7512,10.6787,3.6241,25.7049,5.5512,100.7157,-69.4595,-1.0767,1.5398,1.5398,0.0,0.0,0.0,0.004987,0.0,0.0,0.327823,0.0,0.272271,0.201492,0.0,0.327823,0.119314,0.166024,10.110488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5433,1.3088,-0.087141,0.154651,0.154651,12736101177.0,0.233638,0.324186,26289648000.0,0.5,26522076000.0,0.49,26293624000.0,0.0
0,AAPL,Apple Inc,2012-12-30,2012-12-30,2013-03-30,2013,Q2,0.112719,9290292599.8,0.213065,-9197000000.0,-20.042,-1519000000.0,10809292599.8,-256707400.2,-144687000000.0,12905000000.0,1692000000.0,14597000000.0,2008000000.0,-11308000000.0,27829000000.0,27829000000.0,0.0,0.0,-144687000000.0,135490000000.0,144.2829,138.3876,360730444735.3,216043444735.3,2.6624,2.7758,2.1332,9.0928,0.02084,0.109977,0.0,1.2776,3.6977,4.051,5.5547,3.9099,5.3459,-0.102938,-0.169135,-0.192938,-0.178541,-0.179675,-0.105387,-0.274508,-0.197838,-0.200121,-0.242108,-0.269749,-0.270554,-0.269995,-0.26937,-0.466234,-0.519632,0.058263,0.374951,0.334771,0.288008,0.295966,0.218953,0.625049,0.06128,0.025663,0.086944,0.739791,1.0,0.260209,0.9784,23.9422,87.1751,14.167,6.4092,15.245,4.187,56.9496,-37.5176,-1.0709,1.4525,1.4525,0.0,0.0,0.0,0.002014,0.0,0.0,0.333395,0.0,0.289571,0.214222,0.0,0.333395,0.188344,0.237497,6.227092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7837,1.4778,-0.06687,0.164567,0.164567,9290292599.8,0.213065,0.295966,26309612000.0,0.36,26488980000.0,0.36,26282172000.0,0.0
0,AAPL,Apple Inc,2013-03-31,2013-03-31,2013-06-29,2013,Q3,0.008566,6728871224.2,0.190495,-6308000000.0,-28.754,-833000000.0,7561871224.2,-171128775.8,-129662000000.0,9435000000.0,1694000000.0,11129000000.0,1885000000.0,-10706000000.0,31900000000.0,31900000000.0,16958000000.0,16958000000.0,-129662000000.0,140312000000.0,131.4165,125.1575,317791997177.2,188129997177.2,2.5763,2.7051,1.8759,8.4188,0.03198,0.118782,0.0,1.1105,3.3087,3.6957,5.0829,3.5567,4.971,-0.123425,-0.204536,-0.218458,-0.218042,-0.218042,-0.23172,0.039898,-0.152146,-0.189895,-0.237583,-0.268888,-0.275709,-0.27726,-0.27726,-0.37396,-0.300429,0.314124,0.368712,0.315064,0.260482,0.267106,0.19534,0.631288,0.07488,0.033349,0.10823,0.73132,1.0,0.26868,0.934,20.5388,74.1894,12.6355,6.4701,17.7712,4.9198,56.4132,-33.7221,-1.0501,1.543,1.543,0.1375,0.1375,0.0,0.001386,0.0,0.0,0.321123,0.0,0.249476,0.182446,0.0,0.321123,0.272412,0.747934,4.152785,0.0,0.120859,0.120859,0.0,0.0,0.879141,0.2982,-2.2804,0.2982,0.4582,-3.5032,0.4582,4.4199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8783,1.5435,-0.063198,0.188307,0.188307,6728871224.2,0.190495,0.267106,25721304000.0,0.27,25879420000.0,0.27,25437916000.0,0.0
0,AAPL,Apple Inc,2013-06-30,2013-06-30,2013-09-28,2013,Q4,0.041873,7428311150.5,0.198236,-6252000000.0,-36.7825,-3211000000.0,10639311150.5,-83688849.5,-129801000000.0,10143000000.0,1783000000.0,11926000000.0,1955000000.0,-10918000000.0,29628000000.0,29628000000.0,16960000000.0,16960000000.0,-129801000000.0,140509000000.0,135.9927,129.657,392562883770.3,262761883770.3,3.1774,3.3327,2.2969,10.5992,0.027046,0.094347,0.0,1.5374,4.617,5.239,7.262,4.8962,6.67,0.004379,-0.068852,-0.100852,-0.086465,-0.086465,0.084501,0.676142,-1.055903,0.060839,0.071615,0.07504,0.103946,0.088696,0.088696,0.265713,0.406968,0.008878,0.37017,0.318264,0.267667,0.270682,0.20047,0.62983,0.071333,0.03117,0.102503,0.740609,1.0,0.259391,0.8923,14.2235,83.4489,10.6655,4.8967,25.6617,4.3739,74.54,-44.5044,-1.0384,1.5845,1.5845,0.1373,0.1373,0.0,0.000667,0.0,0.0,0.306396,0.0,0.241538,0.178885,0.0,0.306396,0.285228,0.902449,5.068031,0.0,0.120704,0.120704,0.0,0.0,0.879296,0.298,-2.2807,0.298,0.4687,-3.5873,0.4687,4.6867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6786,1.4015,-0.063882,0.173354,0.173354,7428311150.5,0.198236,0.270682,181364960000.0,0.04,182605752000.0,0.04,181300000000.0,0.04
0,AAPL,Apple Inc,2013-09-29,2013-09-29,2013-12-28,2014,Q1,0.056538,12890413688.0,0.223815,-12197000000.0,-15.8441,-2431000000.0,15321413688.0,-181586312.0,-141881000000.0,17709000000.0,2144000000.0,19853000000.0,1985000000.0,-14133000000.0,26578000000.0,26578000000.0,16961000000.0,16961000000.0,-141881000000.0,146645000000.0,144.1353,137.3255,443258449029.5,301377449029.5,3.418,3.5875,2.5476,11.9699,0.02399,0.083543,0.0,1.7321,5.2409,6.0045,8.2938,5.696,7.7738,0.030789,0.002094,0.012116,-0.000459,-0.000459,-0.032272,-0.319112,-0.248925,0.536988,0.664682,0.745933,0.735309,0.740149,0.740149,1.28805,0.440076,-0.950896,0.37931,0.344706,0.303209,0.30748,0.226968,0.62069,0.053009,0.023093,0.076102,0.738156,1.0,0.261844,0.826,13.4888,60.8901,11.258,3.8903,27.0595,5.9944,93.8224,-60.7685,-1.0854,1.639,1.639,0.1308,0.1308,0.0,0.001302,0.0,0.0,0.288145,0.0,0.253988,0.187483,0.0,0.288145,0.292728,0.993195,11.420655,0.0,0.11566,0.11566,0.0,0.0,0.88434,0.2949,-2.4673,0.2949,0.4668,-3.9045,0.4668,4.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4943,1.2258,-0.081228,0.152754,0.152754,12890413688.0,0.223815,0.30748,25090016000.0,0.52,25240656000.0,0.52,24975692000.0,0.0
0,AAPL,Apple Inc,2013-12-29,2013-12-29,2014-03-29,2014,Q2,0.046855,10056537776.8,0.220316,-13448000000.0,-15.5474,-4251000000.0,14307537776.8,-166462223.2,-133627000000.0,13818000000.0,1887000000.0,15705000000.0,1382000000.0,-14017000000.0,27333000000.0,27333000000.0,16962000000.0,16962000000.0,-133627000000.0,137141000000.0,134.7315,128.024,417022384518.6,283395384518.6,3.47,3.6518,2.369,11.0595,0.025724,0.09042,0.0,1.6099,4.835,5.5454,7.638,5.2535,6.8528,0.075906,0.070748,0.082478,0.070808,0.151635,0.082694,0.323633,-0.462216,-0.207452,-0.208936,-0.219719,-0.219844,-0.217947,4.613527,-0.402823,-0.066174,-0.102566,0.393178,0.344061,0.297792,0.302721,0.223963,0.606822,0.064233,0.031153,0.095386,0.739832,1.0,0.260168,0.8786,20.9765,71.1431,11.6788,6.4653,17.4004,5.1305,56.4555,-33.9246,-1.0886,1.5674,1.5674,0.1411,0.1411,0.0,0.001196,0.0,0.0,0.294967,0.0,0.265961,0.196766,0.0,0.294967,0.291988,1.456493,9.795948,0.0,0.123683,0.123683,0.0,0.0,0.876317,0.2894,-2.2798,0.2894,0.4572,-3.6015,0.4572,4.8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6326,1.3231,-0.079626,0.15527,0.15527,10056537776.8,0.220316,0.302721,24493196000.0,0.42,24626784000.0,0.42,24118668000.0,0.0
0,AAPL,Apple Inc,2014-03-30,2014-03-30,2014-06-28,2014,Q3,0.059706,7598715757.3,0.203001,-12510000000.0,-18.9334,-6202000000.0,13800715757.3,-149284242.7,-133450000000.0,10484000000.0,1946000000.0,12430000000.0,2378000000.0,-14051000000.0,23754000000.0,21744000000.0,31040000000.0,29030000000.0,-133450000000.0,151980000000.0,140.4024,133.2732,494355280234.8,360905280234.8,4.0876,4.3063,2.775,12.8221,0.0,0.07799,0.0,2.0259,6.0237,6.92,9.504,6.4023,8.1697,0.116902,0.111182,0.12927,0.122899,0.196262,0.310041,0.82504,-0.983196,-0.17995,-0.208532,-0.241279,-0.2444,-0.242101,-0.889845,-0.242503,-0.035423,0.06975,0.393647,0.332069,0.274685,0.280081,0.206989,0.606353,0.076138,0.042824,0.118962,0.739031,1.0,0.260969,0.8435,18.153,66.694,10.5063,6.0883,20.1069,5.4728,59.9509,-34.3712,-1.077,1.729,1.729,0.24,0.2567,0.0,0.001135,0.0,0.0,0.315644,0.0,0.236258,0.174602,0.0,0.315644,0.287019,1.140604,4.312447,0.013225,0.191012,0.204237,0.0,0.0,0.795763,0.5181,-2.2274,0.4845,0.8174,-3.5143,0.7645,4.6144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4706,1.1827,-0.078874,0.133342,0.122059,7598715757.3,0.203001,0.280081,24050540000.0,0.32,24206844000.0,0.32,23951468000.0,0.0
0,AAPL,Apple Inc,2014-06-29,2014-06-29,2014-09-27,2014,Q4,0.124119,8240416230.8,0.195627,-8397000000.0,-24.9567,-2145000000.0,10385416230.8,-226583769.2,-119944000000.0,11472000000.0,1969000000.0,13441000000.0,3826000000.0,-13686000000.0,11391000000.0,5083000000.0,35295000000.0,28987000000.0,-119944000000.0,146842000000.0,18.6288,17.1662,550564062184.2,430620062184.2,4.9357,5.3563,3.0119,13.9348,0.020142,0.071763,0.0,2.3558,7.01,8.0515,11.1025,7.2115,10.5206,0.127033,0.131026,0.109326,0.12713,0.198276,0.337303,-0.023864,-0.34309,0.125321,0.081335,0.094239,0.084449,0.092798,0.085938,0.292053,-0.247473,0.328777,0.380054,0.319089,0.265057,0.272345,0.201007,0.619946,0.074971,0.040026,0.114997,0.738058,1.0,0.261942,0.8331,11.9622,57.9396,9.8221,4.2714,30.5127,6.2997,85.4527,-48.6403,-1.0623,1.8666,1.8666,0.2599,0.3164,0.0,0.001815,0.0,0.0,0.336118,0.0,0.226887,0.167455,0.0,0.336118,0.2816,1.420552,3.463147,0.042958,0.197403,0.24036,0.0,0.0,0.75964,0.5746,-1.9526,0.4719,0.91,-3.0925,0.7474,4.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0801,0.8242,-0.074871,0.062316,0.027807,8240416230.8,0.195627,0.272345,24342288000.0,0.35,24490652000.0,0.35,24351200000.0,0.35
0,AAPL,Apple Inc,2014-09-28,2014-09-28,2014-12-27,2015,Q1,0.295256,17898505242.5,0.23993,-18224000000.0,-13.1357,-6027000000.0,23925505242.5,-125494757.5,-141552000000.0,24416000000.0,2575000000.0,26991000000.0,3217000000.0,-18772000000.0,13691000000.0,9792000000.0,36403000000.0,32504000000.0,-141552000000.0,159731000000.0,21.0284,19.494,601005976568.6,459453976568.6,4.8732,5.2568,3.008,13.5173,0.018062,0.073979,0.0,2.2996,6.7008,7.6334,10.4912,6.4927,9.2221,0.359543,0.378734,0.388513,0.378825,0.478261,0.487517,0.561573,-0.494138,0.77098,1.00811,1.128312,1.172039,1.128735,1.201439,1.545057,1.30376,-1.170299,0.398678,0.361815,0.325018,0.327297,0.241612,0.601322,0.048258,0.025402,0.073661,0.738204,1.0,0.261796,0.8204,12.9283,55.1047,11.1371,3.5914,28.2327,6.6238,101.633,-66.7765,-1.1202,1.9251,1.9251,0.2636,0.2952,0.0,0.000886,0.0,0.0,0.351462,0.0,0.268515,0.198219,0.0,0.351462,0.250956,1.263079,10.482437,0.02441,0.203492,0.227902,0.0,0.0,0.772098,0.5309,-2.0644,0.474,0.8312,-3.2322,0.7422,4.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133,0.8482,-0.093954,0.068524,0.049009,17898505242.5,0.23993,0.327297,23372328000.0,0.77,23527212000.0,0.77,23298992000.0,0.0
0,AAPL,Apple Inc,2014-12-28,2014-12-28,2015-03-28,2015,Q2,0.270867,13359953781.5,0.230304,0.0,0.0,13448000000.0,-88046218.5,-209046218.5,0.0,18564000000.0,2479000000.0,21043000000.0,2369000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647186415674.8,0.0,0.0,0.0,3.0504,13.5372,0.01695,0.073871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339892,0.343465,0.328484,0.327301,-0.799484,0.40944,-1.006154,0.0,-0.222376,-0.22037,-0.239679,-0.253572,-0.24717,-0.238562,-0.434168,-1.00368,1.0,0.407792,0.362748,0.315084,0.320014,0.233908,0.592208,0.059645,0.033063,0.092708,0.730931,1.0,0.269069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235107,0.946285,8.054453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13359953781.5,0.230304,0.320014,0.0,0.0,0.0,0.0,0.0,0.0
0,AAPL,Apple Inc,2015-03-29,2015-03-29,2015-06-27,2015,Q3,0.325203,10389289781.0,0.20944,-22753000000.0,-12.7236,-10243000000.0,20632289781.0,-287710219.0,-148430000000.0,14473000000.0,3084000000.0,17557000000.0,2043000000.0,-22036000000.0,12667000000.0,5668000000.0,54418000000.0,47419000000.0,-148430000000.0,180095000000.0,21.9336,20.3938,661270935784.6,512840935784.6,5.2617,5.6589,2.9477,13.0333,0.016849,0.076726,0.0,2.286,6.489,7.4406,10.2798,6.3282,8.5287,0.41247,0.380485,0.367243,0.378033,0.445313,0.461531,0.495016,-0.818785,-0.144889,-0.165661,-0.220373,-0.222356,-0.213133,-0.206009,-0.214507,235.334763,0.0,0.396754,0.353936,0.283903,0.291765,0.21524,0.603246,0.071848,0.041004,0.112852,0.737719,1.0,0.262281,0.9052,21.2059,74.3949,11.5835,5.7542,17.2122,4.9062,63.4317,-41.3133,-1.143,2.0099,2.0099,0.3773,0.433,0.0,0.002041,0.0,0.0,0.411464,0.0,0.264101,0.194832,0.0,0.411464,0.225201,0.99387,7.33627,0.038863,0.2633,0.302163,0.0,0.0,0.697837,0.6886,-1.8781,0.6,1.0908,-2.9752,0.9505,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868,0.8365,-0.098227,0.056464,0.025266,10389289781.0,0.20944,0.291765,22919544000.0,0.47,23092396000.0,0.46,22810888000.0,0.0
