,Ticker,Company Name,Start date,Start date_for_index,End date,Fiscal Year,Fiscal Period,Revenue Growth,Net Operating Profit after Tax (NOPAT),NOPAT Margin,Invested Capital,Invested Capital Turnover,Increase / (Decrease) in Invested Capital,Free Cash Flow to Firm (FCFF),Net Nonoperating Expense (NNE),Net Nonoperating Obligations (NNO),Earnings before Interest and Taxes (EBIT),Total Depreciation and Amortization (D&A),"Earnings before Interest, Taxes, Depreciation and Amortization (EBITDA)",Capital Expenditures (CapEx),"Debt-free, Cash-free Net Working Capital (DFCFNWC)",Debt-free Net Working Capital (DFNWC),Net Working Capital (NWC),Total Debt,Total Long-Term Debt,Net Debt,Total Capital,Book Value per Share,Tangible Book Value per Share,Market Capitalization,Enterprise Value (EV),Price to Book Value (P/BV),Price to Tangible Book Value (P/TBV),Price to Revenue (P/Rev),Price to Earnings (P/E),Dividend Yield,Earnings Yield,Enterprise Value to Invested Capital (EV/IC),Enterprise Value to Revenue (EV/Rev),Enterprise Value to EBITDA (EV/EBITDA),Enterprise Value to EBIT (EV/EBIT),Enterprise Value to NOPAT (EV/NOPAT),Enterprise Value to Operating Cash Flow (EV/OCF),Enterprise Value to Free Cash Flow (EV/FCFF),EBITDA Growth,EBIT Growth,NOPAT Growth,Net Income Growth,EPS Growth,Operating Cash Flow Growth,Free Cash Flow Firm Growth,Invested Capital Growth,Revenue Q/Q Growth,EBITDA Q/Q Growth,EBIT Q/Q Growth,NOPAT Q/Q Growth,Net Income Q/Q Growth,EPS Q/Q Growth,Operating Cash Flow Q/Q Growth,Free Cash Flow Firm Q/Q Growth,Invested Capital Q/Q Growth,Gross Margin,EBITDA Margin,Operating Margin,EBIT Margin,Profit (Net Income) Margin,Cost of Revenue to Revenue,SG&A Expenses to Revenue,R&D to Revenue,Operating Expenses to Revenue,Tax Burden Percent,Interest Burden Percent,Effective Tax Rate,Asset Turnover,Accounts Receivable Turnover,Inventory Turnover,Fixed Asset Turnover,Accounts Payable Turnover,Days Sales Outstanding (DSO),Days Inventory Outstanding (DIO),Days Payable Outstanding (DPO),Cash Conversion Cycle (CCC),Financial Leverage,Leverage Ratio,Compound Leverage Factor,Long-Term Debt to Equity,Debt to Equity,Return on Invested Capital (ROIC),Net Nonoperating Expense Percent (NNEP),ROIC Less NNEP Spread (ROIC-NNEP),Return on Net Nonoperating Assets (RNNOA),Return on Equity (ROE),Cash Return on Invested Capital (CROIC),Operating Return on Assets (OROA),Return on Assets (ROA),Noncontrolling Interest Sharing Ratio,Return on Common Equity (ROCE),Dividend Payout Ratio,Augmented Payout Ratio,Operating Cash Flow to CapEx,Short-Term Debt to Total Capital,Long-Term Debt to Total Capital,Debt to Total Capital,Preferred Equity to Total Capital,Noncontrolling Interests to Total Capital,Common Equity to Total Capital,Debt to EBITDA,Net Debt to EBITDA,Long-Term Debt to EBITDA,Debt to NOPAT,Net Debt to NOPAT,Long-Term Debt to NOPAT,Altman Z-Score,EBIT to Interest Expense,NOPAT to Interest Expense,EBIT Less CapEx to Interest Expense,NOPAT Less CapEx to Interest Expense,Operating Cash Flow to Interest Expense,Operating Cash Flow Less CapEx to Interest Expense,Free Cash Flow to Firm to Interest Expense,Current Ratio,Quick Ratio,"Debt-free, Cash-free Net Working Capital to Revenue",Debt-free Net Working Capital to Revenue,Net Working Capital to Revenue,Normalized Net Operating Profit after Tax (NOPAT),Normalized NOPAT Margin,Pre Tax Income Margin,Adjusted Weighted Average Basic Shares Outstanding,Adjusted Basic Earnings per Share,Adjusted Weighted Average Diluted Shares Outstanding,Adjusted Diluted Earnings per Share,Adjusted Weighted Average Basic & Diluted Shares Outstanding,Adjusted Basic & Diluted Earnings per Share
0,AAPL,Apple Inc,2015-06-28,2015-06-28,2015-09-26,2015,Q4,0.222634,10799777718.8,0.2097,-21983000000.0,-15.3861,-13586000000.0,24385777718.8,-324222281.2,-141338000000.0,15062000000.0,3119000000.0,18181000000.0,3618000000.0,-21834000000.0,19767000000.0,8768000000.0,64328000000.0,53329000000.0,-141338000000.0,183683000000.0,20.9295,19.3497,603245130541.4,461907130541.4,5.0542,5.4669,2.5811,11.298,0.019014,0.088511,0.0,1.9764,5.5139,6.3698,8.807,5.6839,6.995,0.352652,0.312936,0.310586,0.313807,0.388489,0.016981,1.348079,-1.617959,0.038222,0.035541,0.040696,0.039511,0.041866,0.043243,-0.100947,0.181923,0.033842,0.398983,0.353022,0.283936,0.29246,0.215996,0.601017,0.07194,0.043106,0.115046,0.738547,1.0,0.261453,0.8951,13.6241,62.8202,10.8465,4.2654,26.7907,5.8102,85.572,-52.971,-1.1316,2.2615,2.2615,0.4468,0.539,0.0,0.002482,0.0,0.0,0.462482,0.0,0.261794,0.193347,0.0,0.462482,0.216522,0.876765,3.724433,0.05988,0.290332,0.350212,0.0,0.0,0.649788,0.7679,-1.6872,0.6366,1.2265,-2.6948,1.0168,3.5741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1088,0.8925,-0.093421,0.084577,0.037516,10799777718.8,0.2097,0.29246,23013684000.0,0.48,23172276000.0,0.48,23014800000.0,0.48
0,AAPL,Apple Inc,2015-09-27,2015-09-27,2015-12-26,2016,Q1,0.017065,18060624710.0,0.238041,-24509000000.0,-10.998,-6285000000.0,24345624710.0,-300375290.0,-152776000000.0,24573000000.0,2954000000.0,27527000000.0,3612000000.0,-28188000000.0,9886000000.0,127000000.0,62963000000.0,53204000000.0,-152776000000.0,191230000000.0,23.0062,21.3693,550954315353.1,398178315353.1,4.2954,4.6244,2.3446,10.2539,0.020612,0.097524,0.0,1.6945,4.7229,5.4791,7.5686,5.3085,6.7609,0.019858,0.00643,0.009058,0.018697,0.071895,-0.185606,0.017559,-0.344875,0.473214,0.514053,0.631457,0.672314,0.650575,0.699482,1.038071,-0.001647,-0.114907,0.400978,0.362808,0.318576,0.323874,0.242,0.599022,0.050717,0.031685,0.082402,0.747202,1.0,0.252798,0.8465,15.8444,59.4339,11.0085,3.9454,23.0366,6.1413,92.5122,-63.3344,-1.1698,2.2066,2.2066,0.4148,0.4909,0.0,0.002041,0.0,0.0,0.427123,0.0,0.27417,0.204861,0.0,0.427123,0.218291,0.908507,7.603267,0.051033,0.27822,0.329253,0.0,0.0,0.670747,0.7468,-1.8121,0.6311,1.1968,-2.904,1.0113,3.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017,0.8239,-0.119955,0.04207,0.00054,18060624710.0,0.238041,0.323874,22235720000.0,0.83,22376508000.0,0.82,22178332000.0,0.0
0,AAPL,Apple Inc,2015-12-27,2015-12-27,2016-03-26,2016,Q2,-0.128478,10400741903.5,0.205723,-22599000000.0,-20.1367,-22599000000.0,32999741903.5,-115258096.5,-153056000000.0,14142000000.0,2477000000.0,16619000000.0,2336000000.0,-25458000000.0,29825000000.0,19327000000.0,79872000000.0,69374000000.0,-153056000000.0,210329000000.0,23.5287,21.8889,536685725724.1,383629725724.1,4.1139,4.4221,2.3587,10.5901,0.021474,0.094428,0.0,1.686,4.8023,5.6209,7.7269,5.6811,5.3099,-0.210236,-0.238203,-0.221499,-0.224998,-0.184549,-0.392013,375.800218,0.0,-0.333654,-0.396265,-0.42449,-0.424121,-0.427264,-0.420732,-0.577577,0.355469,0.077931,0.394031,0.328718,0.276658,0.279724,0.208003,0.605969,0.067706,0.049667,0.117372,0.743601,1.0,0.256399,0.7453,18.6062,60.0447,9.8063,5.4571,19.6171,6.0788,66.8855,-41.1895,-1.1732,2.3401,2.3401,0.5318,0.6122,0.0,0.001506,0.0,0.0,0.388465,0.0,0.208489,0.155033,0.0,0.388465,0.234579,0.960397,4.966182,0.049912,0.329836,0.379748,0.0,0.0,0.620252,0.9998,-1.916,0.8684,1.6087,-3.0828,1.3973,3.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2831,1.1002,-0.111886,0.131079,0.084941,10400741903.5,0.205723,0.279724,22057524000.0,0.48,22163544000.0,0.48,21909700000.0,0.0
0,AAPL,Apple Inc,2016-03-27,2016-03-27,2016-06-25,2016,Q3,-0.146094,7524938389.5,0.177651,-20044000000.0,-10.2946,2709000000.0,4815938389.5,-271061610.5,-146585000000.0,10469000000.0,2526000000.0,12995000000.0,2809000000.0,-23485000000.0,38271000000.0,22275000000.0,84935000000.0,68939000000.0,-146585000000.0,211476000000.0,23.1023,21.5017,471389851182.2,324804851182.2,3.7252,4.0025,2.1399,9.8623,0.024729,0.101396,0.0,1.4745,4.3122,5.0556,6.9425,5.1415,7.3692,-0.259839,-0.276653,-0.275702,-0.269832,-0.232432,-0.290499,-0.766582,0.119061,-0.162173,-0.218064,-0.259723,-0.2765,-0.258653,-0.252632,-0.083355,-0.854061,0.113058,0.380235,0.30679,0.238562,0.247155,0.18405,0.619765,0.081236,0.060437,0.141673,0.744675,1.0,0.255325,0.7613,19.95,68.8304,9.455,5.0496,18.2957,5.3029,72.2825,-48.6839,-1.1697,2.2947,2.2947,0.5448,0.6712,0.0,0.001838,0.0,0.0,0.379013,0.0,0.188147,0.140108,0.0,0.379013,0.251522,1.024562,3.785689,0.07564,0.32599,0.401629,0.0,0.0,0.598371,1.1276,-1.9461,0.9153,1.8154,-3.1331,1.4735,2.9432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3116,1.1303,-0.10661,0.173732,0.101118,7524938389.5,0.177651,0.247155,21772232000.0,0.36,21891124000.0,0.36,21553772000.0,0.0
0,AAPL,Apple Inc,2016-06-26,2016-06-26,2016-09-24,2016,Q4,-0.09027,8698199376.4,0.185653,-22304000000.0,-9.7383,-321000000.0,9019199376.4,-315800623.6,-150553000000.0,12188000000.0,2548000000.0,14736000000.0,3977000000.0,-27687000000.0,39468000000.0,27863000000.0,87032000000.0,75427000000.0,-150553000000.0,215281000000.0,23.8008,22.201,574802871580.9,424249871580.9,4.4819,4.8049,2.6656,12.5813,0.02086,0.079483,0.0,1.9674,5.9024,6.9128,9.4946,6.4056,9.4268,-0.189484,-0.190811,-0.194595,-0.18968,-0.11399,0.226939,-0.630145,-0.014602,0.106096,0.133975,0.164199,0.155916,0.156234,0.204225,0.55473,0.872781,-0.112752,0.380197,0.314522,0.251025,0.260138,0.192393,0.619803,0.074319,0.054854,0.129173,0.73958,1.0,0.26042,0.7047,13.2282,58.6369,8.716,3.61,27.5926,6.2247,101.1074,-67.29,-1.1789,2.4718,2.4718,0.5881,0.6786,0.0,0.002164,0.0,0.0,0.369033,0.0,0.183311,0.135573,0.0,0.369033,0.26594,0.916497,4.157154,0.053906,0.350365,0.404272,0.0,0.0,0.595728,1.2108,-2.0946,1.0494,1.9477,-3.3693,1.688,3.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527,1.2208,-0.128395,0.183028,0.129211,8698199376.4,0.185653,0.260138,21883280000.0,0.43,22001124000.0,0.43,21886000000.0,0.0
0,AAPL,Apple Inc,2016-09-25,2016-09-25,2016-12-31,2017,Q1,0.032673,17283534698.1,0.220591,-26151000000.0,-8.6111,-1642000000.0,18925534698.1,-607465301.9,-158541000000.0,24180000000.0,2987000000.0,27167000000.0,3334000000.0,-27258000000.0,33194000000.0,19202000000.0,87549000000.0,73557000000.0,-158541000000.0,219939000000.0,24.8279,23.2768,575099547224.0,416558547224.0,4.344,4.6335,2.6366,12.7187,0.02066,0.078625,0.0,1.9098,5.8246,6.8312,9.4873,6.3113,9.1453,-0.013078,-0.015993,-0.043027,-0.025598,0.02439,-0.008338,-0.222631,-0.066996,0.672309,0.84358,0.983919,0.987024,0.984801,0.964912,0.647251,1.098361,-0.17248,0.385139,0.346735,0.298133,0.308611,0.228344,0.614861,0.050363,0.036643,0.087006,0.739909,1.0,0.260091,0.6986,16.1509,51.9473,8.9374,3.7343,22.5993,7.0263,97.7429,-68.1172,-1.1944,2.3956,2.3956,0.5556,0.6613,0.0,0.003903,0.0,0.0,0.346946,0.0,0.215602,0.159526,0.0,0.346946,0.272265,1.017781,8.168566,0.063618,0.334443,0.39806,0.0,0.0,0.60194,1.2242,-2.2168,1.0285,1.994,-3.6109,1.6753,3.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2282,1.0511,-0.124969,0.152184,0.088035,17283534698.1,0.220591,0.308611,21194644000.0,0.85,21311980000.0,0.84,20986160000.0,0.0
0,AAPL,Apple Inc,2017-01-01,2017-01-01,2017-04-01,2017,Q2,0.046265,10588110392.3,0.200168,-24237000000.0,-9.414,-1638000000.0,12226110392.3,-440889607.7,-158319000000.0,14684000000.0,2332000000.0,17016000000.0,2975000000.0,-24462000000.0,42639000000.0,28648000000.0,98522000000.0,84531000000.0,-158319000000.0,232604000000.0,25.5563,24.0143,707514693544.0,549195693544.0,5.2767,5.6156,3.2093,15.4716,0.016956,0.064635,0.0,2.4912,7.6368,8.927,12.4547,8.2005,12.0086,0.023888,0.038326,0.018015,0.048783,0.105263,0.083527,-0.629509,-0.072481,-0.324884,-0.373652,-0.392721,-0.387387,-0.383545,-0.375,-0.538445,-0.353989,0.07319,0.389273,0.321688,0.266504,0.277601,0.208503,0.610727,0.070289,0.05248,0.122769,0.75109,1.0,0.24891,0.6891,18.5196,52.3102,8.7542,5.0594,19.7089,6.9776,72.1432,-45.4567,-1.177,2.4186,2.4186,0.6304,0.7348,0.0,0.002832,0.0,0.0,0.345734,0.0,0.191304,0.143687,0.0,0.345734,0.271441,1.019396,4.22521,0.060149,0.363412,0.423561,0.0,0.0,0.576439,1.37,-2.2015,1.1754,2.2343,-3.5904,1.917,3.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3906,1.1959,-0.11096,0.193412,0.129948,10588110392.3,0.200168,0.277601,20903164000.0,0.53,21046752000.0,0.53,20855360000.0,0.0
0,AAPL,Apple Inc,2017-04-02,2017-04-02,2017-07-01,2017,Q3,0.072005,8300730102.6,0.182803,-20752000000.0,-10.9573,-708000000.0,9008730102.6,-416269897.4,-153177000000.0,11308000000.0,2354000000.0,13662000000.0,2277000000.0,-26711000000.0,50048000000.0,31573000000.0,108339000000.0,89864000000.0,-153177000000.0,240764000000.0,25.3987,23.8442,708399715834.4,555222715834.4,5.3494,5.6982,3.1695,15.1851,0.017287,0.065854,0.0,2.4841,7.6497,8.9035,12.3728,8.5407,12.1807,0.051327,0.080141,0.103096,0.118138,0.176056,-0.184503,0.870607,-0.035322,-0.141561,-0.197109,-0.22991,-0.216033,-0.209629,-0.204762,-0.310103,-0.263156,0.143788,0.38513,0.300872,0.237139,0.249031,0.191971,0.61487,0.083311,0.06468,0.147992,0.77087,1.0,0.22913,0.6869,18.5383,55.2297,8.167,4.7203,19.689,6.6088,77.3254,-51.0276,-1.1575,2.513,2.513,0.6786,0.8181,0.0,0.002777,0.0,0.0,0.360287,0.0,0.171058,0.131864,0.0,0.360287,0.269898,0.937215,3.80852,0.076735,0.373245,0.44998,0.0,0.0,0.55002,1.4927,-2.1104,1.2381,2.4143,-3.4135,2.0026,3.2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3883,1.2225,-0.119509,0.223921,0.141262,8300730102.6,0.182803,0.249031,20780352000.0,0.42,20933996000.0,0.42,20660912000.0,0.0
0,AAPL,Apple Inc,2017-07-02,2017-07-02,2017-09-30,2017,Q4,0.122236,10100429690.3,0.1921,-19168000000.0,-11.0549,3136000000.0,6964429690.299999,-613570309.7,-153215000000.0,13917000000.0,2484000000.0,16401000000.0,3865000000.0,-27877000000.0,46304000000.0,27831000000.0,115680000000.0,97207000000.0,-153215000000.0,249727000000.0,25.9518,25.9518,763701749621.6,610486749621.6,5.6973,5.6973,3.3315,15.795,0.016504,0.063311,0.0,2.6632,8.2225,9.5256,13.1911,9.5054,14.15,0.112989,0.141861,0.161209,0.188596,0.19883,-0.04742,-0.227822,0.140603,0.157924,0.200483,0.230722,0.216812,0.229093,0.227545,0.816075,-0.226924,0.07633,0.379068,0.311931,0.249529,0.264687,0.20377,0.620932,0.072538,0.057,0.129538,0.76985,1.0,0.23015,0.6578,13.6335,40.3744,7.5415,3.4598,26.7723,9.0404,105.4983,-69.6856,-1.1581,2.6573,2.6573,0.7252,0.863,0.0,0.00404,0.0,0.0,0.368675,0.0,0.174103,0.134033,0.0,0.368675,0.26409,0.944531,4.074774,0.073973,0.389253,0.463226,0.0,0.0,0.536774,1.5581,-2.0636,1.3093,2.4996,-3.3106,2.1004,3.0881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2761,1.0897,-0.121609,0.201994,0.121409,10100429690.3,0.1921,0.264687,20868968000.0,0.51,21006768000.0,0.51,20863600000.0,0.51
0,AAPL,Apple Inc,2017-10-01,2017-10-01,2017-12-30,2018,Q1,0.126891,19503803551.6,0.220899,-22498000000.0,-9.8327,3653000000.0,15850803551.599998,-561196448.4,-162697000000.0,27030000000.0,2745000000.0,29775000000.0,2810000000.0,-30653000000.0,46500000000.0,28022000000.0,122400000000.0,103922000000.0,-162697000000.0,262599000000.0,27.3063,25.7407,826541616816.0,663844616816.0,5.8955,6.2541,3.4558,16.3591,0.015351,0.061128,0.0,2.7755,8.6377,9.9172,13.6869,10.1686,14.8017,0.095999,0.117866,0.128462,0.121514,0.157738,0.038885,-0.162465,0.139689,0.679245,0.815438,0.942229,0.930988,0.872783,0.897561,0.796495,1.275966,-0.173727,0.384085,0.337229,0.297577,0.30614,0.227255,0.615915,0.04792,0.038587,0.086507,0.742323,1.0,0.257677,0.6482,12.7571,41.2881,7.9475,2.9017,28.6116,8.8403,125.7883,-88.3365,-1.1785,2.7071,2.7071,0.7412,0.873,0.0,0.003494,0.0,0.0,0.370705,0.0,0.198449,0.147313,0.0,0.370705,0.256863,0.893063,10.068683,0.070366,0.395744,0.46611,0.0,0.0,0.53389,1.5926,-2.117,1.3522,2.5236,-3.3544,2.1426,3.1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.242,1.1059,-0.128161,0.194418,0.117161,19503803551.6,0.220899,0.30614,20451508000.0,0.98,20631148000.0,0.97,20296052000.0,0.0
0,AAPL,Apple Inc,2017-12-31,2017-12-31,2018-03-31,2018,Q2,0.155796,13587757793.2,0.222251,-18508000000.0,-11.5764,5729000000.0,7858757793.200001,-234242206.8,-145386000000.0,16168000000.0,2739000000.0,18907000000.0,4195000000.0,-26729000000.0,61211000000.0,40733000000.0,121840000000.0,101362000000.0,-145386000000.0,248718000000.0,25.0055,25.0055,808555972269.6,663169972269.6,6.3727,6.3727,3.268,15.1648,0.015797,0.065942,0.0,2.6804,8.4217,9.6922,12.8837,9.7749,14.4972,0.111131,0.101062,0.283303,0.253241,0.3,0.20366,-0.357215,0.236374,-0.307567,-0.365004,-0.40185,-0.303328,-0.311139,-0.298201,-0.465239,-0.504204,0.177349,0.383107,0.309256,0.259974,0.264455,0.226082,0.616893,0.06788,0.055253,0.123133,0.854899,1.0,0.145101,0.7049,19.1033,28.8808,7.9504,4.8554,19.1066,12.6381,75.1738,-43.429,-1.1638,2.6902,2.6902,0.7989,0.9603,0.0,0.001543,0.0,0.0,0.40863,0.0,0.186403,0.159356,0.0,0.40863,0.246896,1.14226,3.606675,0.082334,0.407538,0.489872,0.0,0.0,0.510128,1.5473,-1.8463,1.2872,2.367,-2.8245,1.9692,3.3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,1.2354,-0.108032,0.2474,0.164633,13587757793.2,0.222251,0.264455,20099508000.0,0.69,20273972000.0,0.68,19660552000.0,0.0
0,AAPL,Apple Inc,2018-04-01,2018-04-01,2018-06-30,2018,Q3,0.173031,10936286359.5,0.205318,-14194000000.0,-14.6096,6558000000.0,4378286359.5,-582713640.5,-129143000000.0,13284000000.0,2665000000.0,15949000000.0,3267000000.0,-26285000000.0,44685000000.0,27213000000.0,114600000000.0,97128000000.0,-129143000000.0,229549000000.0,23.3867,23.3867,870443308836.3,741300308836.3,7.5724,7.5724,3.4098,15.5104,0.014829,0.064473,0.0,2.9039,9.1482,10.53,13.6954,10.0638,15.5834,0.167399,0.174744,0.317509,0.321441,0.401198,0.670664,-0.513995,0.316018,-0.12876,-0.15645,-0.178377,-0.195137,-0.166618,-0.142857,-0.042432,-0.442878,0.233088,0.383385,0.299427,0.236778,0.249395,0.216258,0.616615,0.077124,0.069483,0.146607,0.867133,1.0,0.132867,0.7353,19.2638,34.7034,7.5746,4.4767,18.9475,10.5177,81.5337,-52.0685,-1.1413,2.807,2.807,0.845,0.997,0.0,0.004128,0.0,0.0,0.453726,0.0,0.183372,0.159008,0.0,0.453726,0.239701,1.334301,4.43465,0.076114,0.423125,0.49924,0.0,0.0,0.50076,1.4143,-1.5937,1.1986,2.1172,-2.3859,1.7944,3.4981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3073,1.0993,-0.102968,0.175047,0.106603,10936286359.5,0.205318,0.249395,19528668000.0,0.59,19706436000.0,0.59,19319704000.0,0.0
0,AAPL,Apple Inc,2018-07-01,2018-07-01,2018-09-29,2018,Q4,0.196295,13864365751.2,0.220419,-15470000000.0,-15.3355,3698000000.0,10166365751.2,-260634248.8,-122617000000.0,16421000000.0,2754000000.0,19175000000.0,3041000000.0,-30107000000.0,36194000000.0,15410000000.0,114519000000.0,93735000000.0,-122581000000.0,221666000000.0,22.184,22.184,1081112599954.8,958531599954.8,10.09,10.09,4.0705,18.1605,0.01258,0.055065,0.0,3.609,11.4375,13.148,16.5567,12.3787,17.6865,0.169136,0.179924,0.372651,0.318368,0.318368,0.239634,0.459756,0.192926,0.180888,0.20227,0.236149,0.26774,0.226235,0.226235,0.347529,1.321997,-0.089897,0.382893,0.304849,0.256248,0.261065,0.224563,0.617107,0.067027,0.059618,0.126645,0.860179,1.0,0.139821,0.7168,12.9369,37.1708,7.0743,3.2709,28.2138,9.8195,111.5912,-73.5578,-1.1436,3.0724,3.0724,0.8748,1.0688,0.0,0.00189,0.0,0.0,0.493636,0.0,0.187135,0.16097,0.0,0.493636,0.230334,1.452185,6.419928,0.093763,0.422866,0.516629,0.0,0.0,0.483371,1.3665,-1.4627,1.1185,1.9781,-2.1173,1.6191,3.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1329,0.9945,-0.113357,0.136275,0.058021,13864365751.2,0.220419,0.261065,79286040000.0,0.18,80001740000.0,0.18,19827200000.0,0.18
0,AAPL,Apple Inc,2018-09-30,2018-09-30,2018-12-29,2019,Q1,-0.045111,19497318246.5,0.231257,-12413000000.0,-14.9874,10085000000.0,9412318246.5,-467681753.5,-130305000000.0,23906000000.0,3395000000.0,27301000000.0,3355000000.0,-32141000000.0,54286000000.0,32545000000.0,114730000000.0,92989000000.0,-130305000000.0,232622000000.0,24.8434,24.8434,716761113114.3,586456113114.3,6.0798,6.0798,2.7398,12.0604,0.01878,0.082916,0.0,2.2417,7.2106,8.4045,10.1305,7.7337,12.2676,-0.08309,-0.115575,-0.000333,-0.004984,0.07455,-0.056657,-0.406193,0.448262,0.340382,0.423781,0.455819,0.40629,0.413451,4.887324,0.367105,-0.074171,0.197608,0.379919,0.323817,0.276907,0.283549,0.236805,0.620081,0.056731,0.046282,0.103013,0.835146,1.0,0.164854,0.6704,12.6026,34.3616,7.1405,3.0137,28.9622,10.6223,121.112,-81.5275,-1.1353,3.0242,3.0242,0.7888,0.9732,0.0,0.003192,0.0,0.0,0.460543,0.0,0.19008,0.158744,0.0,0.460543,0.234575,1.436624,7.955291,0.093461,0.399743,0.493204,0.0,0.0,0.506796,1.4106,-1.6021,1.1433,1.9819,-2.2509,1.6063,2.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3006,1.1397,-0.122858,0.207506,0.124402,19497318246.5,0.231257,0.283549,18943280000.0,1.06,19093008000.0,1.05,18861120000.0,0.0
0,AAPL,Apple Inc,2018-12-30,2018-12-30,2019-03-30,2019,Q2,-0.051066,11244168418.8,0.193815,-6921000000.0,-20.3303,11587000000.0,-342831581.20000076,-316831581.2,-112781000000.0,13793000000.0,3040000000.0,16833000000.0,2363000000.0,-28113000000.0,51979000000.0,29574000000.0,112606000000.0,90201000000.0,-112805000000.0,218466000000.0,22.4504,22.4504,861888550124.5,749083550124.5,8.1418,8.1418,3.3343,15.0759,0.015925,0.066331,0.0,2.8979,9.4512,11.1133,13.4855,10.4248,17.0399,-0.109695,-0.146895,-0.172478,-0.16358,-0.098901,-0.262723,-1.043624,0.626054,-0.311885,-0.383429,-0.423032,-0.423297,-0.420937,-0.411483,-0.582053,-1.036424,0.442439,0.376127,0.290149,0.231233,0.237749,0.199276,0.623873,0.076842,0.068051,0.144894,0.838179,1.0,0.161821,0.7287,17.579,25.5273,7.003,4.9459,20.7634,14.2984,73.7987,-38.7368,-1.1093,3.0485,3.0485,0.8521,1.0637,0.0,0.002454,0.0,0.0,0.491282,0.0,0.173237,0.145203,0.0,0.491282,0.248277,1.514413,4.720694,0.102556,0.412883,0.515439,0.0,0.0,0.484561,1.4208,-1.4233,1.1381,2.0272,-2.0308,1.6239,3.4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3154,1.1343,-0.108759,0.201087,0.114411,11244168418.8,0.193815,0.237749,18696284000.0,0.62,18802584000.0,0.62,18404300000.0,0.0
0,AAPL,Apple Inc,2019-03-31,2019-03-31,2019-06-29,2019,Q3,0.010213,9734525732.5,0.180909,-5736000000.0,-25.9944,8458000000.0,1276525732.5,-309474267.5,-102192000000.0,11911000000.0,2933000000.0,14844000000.0,2000000000.0,-25816000000.0,68798000000.0,45269000000.0,108465000000.0,84936000000.0,-102145000000.0,204921000000.0,20.9638,20.9638,882472721904.2,780327721904.2,9.149,9.149,3.4068,15.8447,0.015434,0.063112,0.0,3.0125,9.9846,11.8176,14.3604,11.3084,17.0078,-0.069283,-0.103357,-0.109887,-0.128049,-0.068376,-0.196853,-0.708442,0.595886,-0.072498,-0.118161,-0.136446,-0.13426,-0.131217,-0.113821,0.04312,4.723478,0.171218,0.375904,0.275865,0.214537,0.221357,0.18666,0.624096,0.082254,0.079113,0.161367,0.843254,1.0,0.156746,0.7716,18.3374,34.6294,6.8389,4.7592,19.9047,10.5402,76.6933,-46.2485,-1.0943,3.1761,3.1761,0.8806,1.1245,0.0,0.002676,0.0,0.0,0.526903,0.0,0.170795,0.144024,0.0,0.526903,0.254421,1.485358,5.818,0.11482,0.414482,0.529302,0.0,0.0,0.470698,1.3879,-1.307,1.0868,1.9961,-1.8798,1.5631,3.6729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5046,1.3499,-0.099663,0.265594,0.174761,9734525732.5,0.180909,0.221357,18282532000.0,0.55,18405520000.0,0.55,18076720000.0,0.0
