,date,tic,OPM,NPM,ROA,ROE,EPS,BPS,DPS,cur_ratio,quick_ratio,cash_ratio,inv_turnover,acc_rec_turnover,acc_pay_turnover,debt_ratio,debt_to_equity
88,1999-06-30,AAPL,0.0,0.0,0.0,0.0,3.54,17.61102125188132,0.0,2.792722547108512,2.6003898635477585,2.01819363222872,0.0,0.0,0.0,0.4082486551105798,0.0
89,1999-09-30,AAPL,0.0,0.0,0.0,0.0,4.2,18.37076101219535,0.0,2.7663008392511297,2.5222724338282765,2.0826339573918657,0.0,0.0,0.0,0.39856616934702577,0.0
90,1999-12-31,AAPL,0.0,0.0,0.0,0.0,1.14,26.447675284076816,0.0,2.4982188295165395,2.316539440203562,1.8625954198473282,0.0,0.0,0.0,0.4181386765093593,0.0
91,2000-03-31,AAPL,0.07046018713003628,0.09490166125644453,0.07092907092907093,0.0,2.57,24.98770592574379,0.0,2.6508364813815435,2.4549379384781433,1.9476524554776038,376.1,5.571276595744681,3.385238523852385,0.39845868417296987,0.0
92,2000-06-30,AAPL,0.07734708392603129,0.09370554765291607,0.07602423542989037,0.0,1.9,12.394328040243083,0.0,2.7533368926855313,2.5589962626801923,2.0427122263747997,804.8,5.8159255429162355,3.8692307692307693,0.39757645701096367,0.0
93,2000-09-30,AAPL,0.08768198920333715,0.10076885326353673,0.09054828752021167,0.0,2.42,12.008567760078884,0.0,2.8075530263838595,2.5763062596999484,2.083290222452147,131.75757575757575,6.414480587618049,3.7579948141745896,0.39629575187417315,0.0
94,2000-12-31,AAPL,0.07482269503546099,0.10691489361702128,0.10073504844637488,0.0,-0.58,10.741166556137003,0.0,3.00916310323763,2.752596212583995,2.483200977397679,191.28571428571428,12.789115646258503,6.3061224489795915,0.37988640160374204,0.0
95,2001-03-31,AAPL,-0.03572947681837516,0.03721820501914079,0.028548123980424143,0.0,-0.44,10.786602451080824,0.0,2.977715877437326,2.6635097493036213,2.308635097493036,364.6,7.381475667189953,3.793964620187305,0.39021207177814027,0.0
96,2001-06-30,AAPL,-0.07985143918291551,0.004178272980501393,0.002964915170482622,0.0,-0.26,11.007949234465324,0.0,3.251548946716233,2.9838909541511773,2.613382899628253,179.6315789473684,7.2040133779264215,4.029515938606847,0.36451984845989127,0.0
97,2001-09-30,AAPL,-0.09864554050600562,-0.023255813953488372,-0.015113768476997176,0.0,-0.07,11.170573517761781,0.0,3.388010540184453,3.1633728590250327,2.8563899868247695,276.6363636363636,8.396995708154506,3.799001248439451,0.3489453579139678,0.0
98,2001-12-31,AAPL,0.01997245179063361,0.03902662993572085,0.027768703038222802,0.0,0.11,11.252372616389424,0.0,3.338822039265358,3.0810639645345157,2.765674477517416,131.3913043478261,8.74698795180723,3.6409638554216865,0.35217249264946093,0.0
99,2002-03-31,AAPL,0.026744186046511628,0.03837209302325582,0.026340996168582376,0.0,0.22,11.336261067257862,0.0,3.1679344645991807,2.898186073727326,2.521357519016969,112.42307692307692,6.6770186335403725,2.961499493414387,0.35919540229885055,0.0
100,2002-06-30,AAPL,0.02337962962962963,0.03333333333333333,0.02288256793262355,0.0,0.31,11.33048167086985,0.0,3.168218859138533,2.8707799767171127,2.5064027939464495,87.20588235294117,6.900958466453674,3.2798672566371683,0.35388526934689335,0.0
101,2002-09-30,AAPL,0.014189346359618516,0.025587345894394046,0.017465862178469356,0.0,0.18,11.407988098919375,0.0,3.249698431845597,2.9565741857659833,2.615802171290712,66.4888888888889,7.608849557522124,3.2843029637760703,0.3497935852651635,0.0
102,2002-12-31,AAPL,0.005953743989008472,0.006182734142431876,0.004306907002711757,0.0,-0.02,11.425177026400597,0.0,3.375548589341693,3.1680250783699058,2.7974921630094043,70.36363636363636,7.38917089678511,3.789473684210526,0.3434359546977189,0.0
103,2003-03-31,AAPL,-0.003683241252302026,-0.004834254143646409,-0.0033013677094796416,0.0,0.02,11.322819351926574,0.0,2.72446437468859,2.5645241654210262,2.255107125062282,74.97560975609755,6.995169082125604,3.3376764386536375,0.34931614526017923,0.0
104,2003-06-30,AAPL,-0.00683371298405467,-0.00888382687927107,-0.006054960409874243,0.0,0.07,11.43891027894265,0.0,2.7387654320987656,2.577283950617284,2.2444444444444445,81.36842105263158,6.513353115727003,3.5136363636363637,0.34823785126533147,0.0
105,2003-09-30,AAPL,-0.0013357079252003562,0.005565449688334817,0.003668378576669112,0.0,0.19,11.515377924177931,0.0,2.4976665252439543,2.340263046245227,1.9372083156554942,56.357142857142854,4.728421052631579,2.734835355285962,0.38033749082905355,0.0
106,2003-12-31,AAPL,0.008236536430834213,0.016261879619852166,0.01104576100989815,0.0,0.17,11.74202261085093,0.0,2.5310663308144417,2.341729638958858,2.0113350125944582,37.651685393258425,6.016518424396442,3.088479262672811,0.3788552574953378,0.0
107,2004-03-31,AAPL,0.02164830991264717,0.023927079377136347,0.018708240534521157,0.0,0.3,12.042214802000776,0.0,2.9212121212121214,2.703030303030303,2.32020202020202,59.682539682539684,6.947229551451187,3.7941473259334004,0.3333333333333333,0.0
